doc_id,date,published_year,published_month,source,fraud_tags,fraud_signals,title,url,body_1,body_short,body_length
6866e9128d3569,2026-01-22,2026,1,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud"", ""cybercrime"", ""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",That text or email about your “tax refund” is a scam,https://consumer.ftc.gov/consumer-alerts/2026/01/text-or-email-about-your-tax-refund-scam,"Tax season is approaching, and if you’re getting a refund, scammers are looking to steal it before you’ve had a chance to claim it. So, before you respond to a text or email about a “tax refund” — especially one that asks you to click a link — know that this could be a scam designed to get your personal information and steal your tax refund. These scams often start with a text or email that looks like it’s from the IRS or a state tax office saying they’ve “processed” or “approved” your tax refund claim. (Note: that’s not how you find out about a real tax refund.) To “verify your identity” and “send you money,” they ask you to click a link to enter details like your Social Security and bank account numbers — but it’s a phishing scam . If you click and share your info, the scammer might steal your personal information to get your tax refund or even steal your identity to open other accounts. If you get a message like this: Know that the real IRS and state tax offices won’t reach out by text, email, or on social media to get your information. Only scammers will. Don’t respond or click any links. To check the status of a pending tax refund, never use the link from the message. Instead, visit USA.gov to learn how to find out if you’re really getting a federal or state tax refund. Report and delete the message. Use your phone’s “report junk” option or forward unwanted texts to 7726 (SPAM) and mark unwanted emails as spam or junk . Once you’ve checked it out and reported it, delete the message. Visit IdentityTheft.gov/steps to learn how to protect yourself before identity theft happens. And if you spot a scam, tell the FTC at ReportFraud.ftc.gov .","Tax season is approaching, and if you’re getting a refund, scammers are looking to steal it before you’ve had a chance to claim it. So, before you respond to a text or email about a “tax refund” — especially one that asks you to click a link — know that this could be a scam designed to get your personal information and steal your tax refund. These scams often start with a text or email that looks like it’s from the IRS or a state tax office saying they’ve “processed” or “approved” your tax refund claim. (Note: that’s not how you find out about a real tax refund.) To “verify your identity” and “send you money,” they ask you to click a link to enter details like your Social Security and bank account numbers — but it’s a phishing scam . If you click and share your info, the scammer might steal your personal information to get your tax refund or even steal your identity to open other accounts. If you get a message like this: Know that the real IRS and state tax offices won’t reach out by t",1668
4a3bb5a8061ff1,2026-01-20,2026,1,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud"", ""cybercrime"", ""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Can you spot a fake loan text scam?,https://consumer.ftc.gov/consumer-alerts/2026/01/can-you-spot-fake-loan-text-scam,"You get a text message, supposedly following up on a $10,000 loan application. Only, you never applied for a loan. Is this pure luck or a scam? Before you use the callback number in the message to find out, or even reply “NO” to cancel the application, learn to spot a fake loan text scam. Scammers use unexpected text messages to catch you off guard. Maybe the text says you’re preapproved for a large loan amount (not true). Or the company says it needs your Social Security or bank account number to finish the “application” (also not true!). Scammers hope that, if it seems like the process is already in motion, you’ll reply now and think later. They might say something like “This is the last step” or “Just reply YES to confirm you still want to claim the loan.” But none of that’s true, either. It’s just a phishing scam . If you respond, you might end up giving a scammer exactly what they want — your personal information, which could lead to identity theft . If you get a text about a loan you didn’t apply for, here’s how to handle it: Don’t reply or click links. It could lead to a scam. Delete the text. Talk to someone you trust. Taking the time to talk about it with someone you trust could help you spot the scam. Delete unwanted texts using your phone’s “report junk” option or forward them to 7726 (SPAM) . Then report it to the FTC at ReportFraud.ftc.gov . If you think a scammer already has your personal information, go to IdentityTheft.gov for specific steps to take based on the information you may have lost.","You get a text message, supposedly following up on a $10,000 loan application. Only, you never applied for a loan. Is this pure luck or a scam? Before you use the callback number in the message to find out, or even reply “NO” to cancel the application, learn to spot a fake loan text scam. Scammers use unexpected text messages to catch you off guard. Maybe the text says you’re preapproved for a large loan amount (not true). Or the company says it needs your Social Security or bank account number to finish the “application” (also not true!). Scammers hope that, if it seems like the process is already in motion, you’ll reply now and think later. They might say something like “This is the last step” or “Just reply YES to confirm you still want to claim the loan.” But none of that’s true, either. It’s just a phishing scam . If you respond, you might end up giving a scammer exactly what they want — your personal information, which could lead to identity theft . If you get a text about a loan",1533
c27178fd8bb9aa,2026-01-16,2026,1,FTC Consumer Advice - Consumer Alerts,"[""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","This Identity Theft Awareness Week, find tools and events just for you",https://consumer.ftc.gov/consumer-alerts/2026/01/identity-theft-awareness-week-find-tools-and-events-just-you,"Identity theft can happen anytime, to anyone. In fact, last year, more than a million people reported identity theft to the FTC. So, being ready to spot identity theft — and deal with it if it happens — can make a big difference. Whether you’re looking for a refresher, more information, or simple steps to protect yourself, you’ll find something for you this Identity Theft Awareness Week (IDTAW), January 26-30, 2026. Check out ftc.gov/IDTheftWeek to get the full list of events, but here are some ideas about how to participate in Identity Theft Awareness Week and help others in your community spot and avoid identity theft: Learn about identity theft anywhere. Listen to a podcast on your way to work or while you exercise. Hear what experts from the Identity Theft Resource Center and the FTC have to say on the topic. The podcast comes out January 26. Get step-by-step guidance. Join one of the one-hour webinars and get your questions answered. Watch and share videos. Check out and share our latest video short on credit freezes and other videos to help you protect your credit. Don’t forget to add #IDTheft and #IDTheftWeek when you repost and interact online to keep the conversation going. If you’re eager to take action, you don’t have to wait for IDTAW to start talking to people you know. At ftc.gov/IDTheftWeek you’ll find videos, images, and publications you can easily share with your network anytime. To stay on top of the latest trends, sign up to get FTC Consumer Alerts and share them to help your community protect themselves from identity thieves and scams. Image Search Terms identity theft","Identity theft can happen anytime, to anyone. In fact, last year, more than a million people reported identity theft to the FTC. So, being ready to spot identity theft — and deal with it if it happens — can make a big difference. Whether you’re looking for a refresher, more information, or simple steps to protect yourself, you’ll find something for you this Identity Theft Awareness Week (IDTAW), January 26-30, 2026. Check out ftc.gov/IDTheftWeek to get the full list of events, but here are some ideas about how to participate in Identity Theft Awareness Week and help others in your community spot and avoid identity theft: Learn about identity theft anywhere. Listen to a podcast on your way to work or while you exercise. Hear what experts from the Identity Theft Resource Center and the FTC have to say on the topic. The podcast comes out January 26. Get step-by-step guidance. Join one of the one-hour webinars and get your questions answered. Watch and share videos. Check out and share our",1615
b20aa7d284df37,2026-01-15,2026,1,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Hang up on unexpected calls saying you owe back taxes. Those are scams,https://consumer.ftc.gov/consumer-alerts/2026/01/hang-unexpected-calls-saying-you-owe-back-taxes-those-are-scams,"We’re seeing a big wave of reports about phone scams claiming you owe back taxes. But it’s not the IRS calling, it’s a scammer using a company name like “Tax Resolution Oversight Department.” If someone calls you out of the blue offering to help you fix a tax issue, hang up. Here’s how to spot the scam. It starts with an unexpected call from the “Tax Mediation and Resolution Agency,” or another official-sounding (but fake) government agency. They’ll say you haven’t paid your taxes and offer to connect you with a “tax resolution officer,” who can do a “red flag check” on your credit and help you apply for an “IRS liability reduction program.” But those aren’t real programs and that’s your sign to end the call. Some scammers leave a voicemail saying, “This may be our only attempt to reach you” hoping you’ll call back right away. But it’s all part of the story to steal personal information like your Social Security number — or in some cases, charge you an illegal upfront fee for tax debt relief that doesn’t actually help. Even if you owe back taxes, know this: the IRS’s first contact with you will always come by mail , not by phone. Here’s how to avoid an IRS impersonator and get real help: Never give an unexpected caller personal or financial information. It’s probably a scammer hoping to drain your bank accounts or steal your identity. Check it out through IRS.gov . Contact the IRS directly for trustworthy information about your tax situation. Need to speak with someone? Only use a phone number found on the IRS’s website. Never one a scammer gives you. Read up on how government imposter scams work . Start with ftc.gov/imposters and if you spot a scam, tell the FTC at ReportFraud.ftc.gov .","We’re seeing a big wave of reports about phone scams claiming you owe back taxes. But it’s not the IRS calling, it’s a scammer using a company name like “Tax Resolution Oversight Department.” If someone calls you out of the blue offering to help you fix a tax issue, hang up. Here’s how to spot the scam. It starts with an unexpected call from the “Tax Mediation and Resolution Agency,” or another official-sounding (but fake) government agency. They’ll say you haven’t paid your taxes and offer to connect you with a “tax resolution officer,” who can do a “red flag check” on your credit and help you apply for an “IRS liability reduction program.” But those aren’t real programs and that’s your sign to end the call. Some scammers leave a voicemail saying, “This may be our only attempt to reach you” hoping you’ll call back right away. But it’s all part of the story to steal personal information like your Social Security number — or in some cases, charge you an illegal upfront fee for tax debt ",1716
34bce53485cd43,2026-01-12,2026,1,FTC Consumer Advice - Consumer Alerts,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","Parents and student athletes: If you’re hearing from sports agents, you’ll want to read this",https://consumer.ftc.gov/consumer-alerts/2026/01/parents-and-student-athletes-if-youre-hearing-sports-agents-youll-want-read,"If you’re hoping your athletic talents will lead you to endorsements during college or eventually to pro sports, signing with a sports agent might be an exciting first step — but it’s also serious business. That’s why the FTC is seeking information from universities about sports agents’ compliance with the Sports Agent Responsibility and Trust Act. SPARTA requires agents to provide important information to student athletes and schools about agency contracts — and prohibits them from making false or misleading statements to student athletes or offering illegal gifts to induce student athletes to sign agency contracts. This week, the FTC sent letters to twenty universities to ask about the sports agents recruiting student athletes on their campuses. Are sports agents giving students written agency contracts that spell out the terms? Are they notifying the students’ schools within 72 hours of signing the agency contract or before the students’ next eligible athletic event, whichever comes first? Are sports agents bending the rules under SPARTA by making false promises about how much money student athletes will make for endorsements? Lying about who they’ve worked with in the past? Or using illegal gifts to athletes (or their families) to convince them to sign? If you’re thinking of signing a contract with a sports agent: Let your school know when you hire a sports agent . Agents are required to notify your school about the contract. But you can let your school know about the contract as soon as you sign. Talk with someone you trust. A family member or friend can help make sure you get the information required under SPARTA, understand the terms of the agency contract, and keep good records. Tell the FTC if you think a sports agent has done something wrong. Share your experiences with us by going here . You can report to us anonymously, if you prefer.","If you’re hoping your athletic talents will lead you to endorsements during college or eventually to pro sports, signing with a sports agent might be an exciting first step — but it’s also serious business. That’s why the FTC is seeking information from universities about sports agents’ compliance with the Sports Agent Responsibility and Trust Act. SPARTA requires agents to provide important information to student athletes and schools about agency contracts — and prohibits them from making false or misleading statements to student athletes or offering illegal gifts to induce student athletes to sign agency contracts. This week, the FTC sent letters to twenty universities to ask about the sports agents recruiting student athletes on their campuses. Are sports agents giving students written agency contracts that spell out the terms? Are they notifying the students’ schools within 72 hours of signing the agency contract or before the students’ next eligible athletic event, whichever comes",1878
fbedd267031214,2026-01-09,2026,1,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Traveling to the Olympics in Italy? Here’s how to avoid a scam,https://consumer.ftc.gov/consumer-alerts/2026/01/traveling-olympics-italy-heres-how-avoid-scam,"Image With the winter Olympics in Italy fast approaching, athletes around the world are fine-tuning their routines, sharpening their skates, and finalizing their travel itineraries. If you’re planning to go to the Olympics, having a sound game plan is a key to success, just as it is for the competitors. Here’s what to know about travel, ticket, and vacation rental scams before you embark on your journey. Travel Documents If you’re an American citizen going to Italy for the Olympics, you don’t need a travel visa if you’re staying less than 90 days. If you’re staying longer than 90 days and need visa services, watch for copycat websites made to look like the official U.S. Department of State or other government organizations. They claim to help you get an international travel visa, passport, or other documents and may charge you high fees or charge you for services that are free. To learn more about travel requirements for Italy, see the U.S. Department of State’s webpage about Italy . Tickets to the Olympic Games When it comes to tickets, ticket re-sellers or brokers aren’t authorized to sell tickets to the 2026 Olympics in Italy. The only place to buy them is the Milano Cortina 2026 Olympics website . So, if you see tickets for sale elsewhere, it’s a scam. Vacation Rentals If you’re looking to rent an apartment or vacation home, be on the lookout for rental listing scams. Scammers copy legitimate rental listings, changing the contact information so you reach them instead of the real landlord, and posting their fake listing on a different site. Or they make up listings for places that aren’t for rent or don’t exist. Learn how to spot and avoid fake vacation rental ads . If you see a scam, report it to the Federal Trade Commission at ReportFraud.ftc.gov . Search Terms scam","Image With the winter Olympics in Italy fast approaching, athletes around the world are fine-tuning their routines, sharpening their skates, and finalizing their travel itineraries. If you’re planning to go to the Olympics, having a sound game plan is a key to success, just as it is for the competitors. Here’s what to know about travel, ticket, and vacation rental scams before you embark on your journey. Travel Documents If you’re an American citizen going to Italy for the Olympics, you don’t need a travel visa if you’re staying less than 90 days. If you’re staying longer than 90 days and need visa services, watch for copycat websites made to look like the official U.S. Department of State or other government organizations. They claim to help you get an international travel visa, passport, or other documents and may charge you high fees or charge you for services that are free. To learn more about travel requirements for Italy, see the U.S. Department of State’s webpage about Italy . T",1801
20872b8e89c654,2026-01-07,2026,1,FTC Consumer Advice - Consumer Alerts,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Spot the scams when fixing your credit,https://consumer.ftc.gov/consumer-alerts/2026/01/spot-scams-when-fixing-your-credit,"If there’s information on your credit report that’s correct but not so great, it can make it harder to get credit with good terms. But there are things you can do yourself for free to help fix your credit. Credit repair companies also charge to do the same things. Before you consider paying, though, know the rules these companies have to follow — rules dishonest companies and scammers often break. Before they do any work for you, credit repair companies have to write up a detailed contract that explains your legal rights (like your three-day right to cancel without any charge) and the total cost of their services. It’s illegal for credit repair companies to lie about what they can do for you, charge you before they help you, or ask you to lie on credit applications. Credit repair companies also can’t legally remove negative information from your credit report that’s correct and up to date. Here are some ways to help fix your credit: Fix mistakes in your credit reports . Get your free credit report from AnnualCreditReport.com . If you see a mistake, write to the credit bureau and the business that reported the information . For more information, read Disputing Errors on Your Credit Reports . Pay your bills on time, pay off debt, and don’t take on new debt. It takes time to improve your credit. If there’s accurate negative information in your credit report, credit repair companies can’t remove it for you legally. It’ll go away with time. Find real help. Your local credit union, university, or military personal financial manager might be able to recommend a non-profit credit counseling program that can help. Read Fixing Your Credit FAQs to learn more about credit, credit repair, and how to help improve your credit.","If there’s information on your credit report that’s correct but not so great, it can make it harder to get credit with good terms. But there are things you can do yourself for free to help fix your credit. Credit repair companies also charge to do the same things. Before you consider paying, though, know the rules these companies have to follow — rules dishonest companies and scammers often break. Before they do any work for you, credit repair companies have to write up a detailed contract that explains your legal rights (like your three-day right to cancel without any charge) and the total cost of their services. It’s illegal for credit repair companies to lie about what they can do for you, charge you before they help you, or ask you to lie on credit applications. Credit repair companies also can’t legally remove negative information from your credit report that’s correct and up to date. Here are some ways to help fix your credit: Fix mistakes in your credit reports . Get your free c",1741
c598b2f71736bd,2026-01-05,2026,1,FTC Consumer Advice - Consumer Alerts,"[""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [""1-877-322-8228""], ""ip_addresses"": [], ""crypto_wallets"": []}",Influencers are pushing this illegal trick to “fix” your credit report,https://consumer.ftc.gov/consumer-alerts/2026/01/influencers-are-pushing-illegal-trick-fix-your-credit-report,"(View or share the YouTube version of this video.) Looking for some life hacks or advice about managing money? There’s no shortage of online influencers ready to help. But not all advice is good advice (or truthful). And in some cases, what they’re telling you might be more than a bad idea — it might be illegal. Credit matters. What’s in your credit report can be used to decide things like whether someone will loan you money, give you credit, offer you insurance, rent or sell you a home, or even hire you. If there’s a lot of negative information in your credit report, you also might have to pay more in interest to borrow money. Some online influencers are telling people they have a fix: file a false identity theft report about a debt they owe. That’s advice not to take. Filing a false identity theft report may leave you worse off — and it’s a crime that could get you a fine, imprisonment, or both. The truth is, credit repair companies can’t legally remove information from your credit report if it’s accurate and current. But there are things you can do for free to improve your credit. Learn more at ftc.gov/creditrepair . Not sure what’s in your credit report? All three nationwide credit bureaus (Equifax, Experian, and TransUnion) have permanently extended a program that lets everyone in the U.S. check their credit report from each once a week for free at AnnualCreditReport.com . That’s in addition to the free copy each nationwide credit bureau is required to give you once every 12 months if you ask for it at AnnualCreditReport.com or by calling 1-877-322-8228.","(View or share the YouTube version of this video.) Looking for some life hacks or advice about managing money? There’s no shortage of online influencers ready to help. But not all advice is good advice (or truthful). And in some cases, what they’re telling you might be more than a bad idea — it might be illegal. Credit matters. What’s in your credit report can be used to decide things like whether someone will loan you money, give you credit, offer you insurance, rent or sell you a home, or even hire you. If there’s a lot of negative information in your credit report, you also might have to pay more in interest to borrow money. Some online influencers are telling people they have a fix: file a false identity theft report about a debt they owe. That’s advice not to take. Filing a false identity theft report may leave you worse off — and it’s a crime that could get you a fine, imprisonment, or both. The truth is, credit repair companies can’t legally remove information from your credit r",1585
5f12d4c75bbab2,2026-01-02,2026,1,FTC Consumer Advice - Consumer Alerts,"[""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Planning for 2026? Add Identity Theft Awareness Week to your calendar,https://consumer.ftc.gov/consumer-alerts/2025/12/planning-2026-add-identity-theft-awareness-week-your-calendar,"If you’re taking stock of your finances, setting goals, and preparing for a fresh start in 2026, make protecting yourself against identity theft part of your 2026 planning. Why? Identity thieves can drain your bank account, ruin your credit, and even block access to your health benefits and tax refund. On the bright side, there are ways to protect yourself. Identity Theft Awareness Week (IDTAW) is a great opportunity to learn more about getting started. IDTAW runs from January 26-30 this year. During the week, the FTC and its partners are organizing free webinars, hosting podcasts, Facebook Live interviews, and other events to help you and people you know test your identity theft knowledge, take steps that make it harder for identity pirates to get their hands on your information, and find the tools to recover if identity theft happens to you. But don’t wait for IDTAW! Here’s what you can do now: Get and share free resources at ftc.gov/IDTheftWeek to help build awareness about identity theft and how it can happen to anyone. Bookmark the IDTAW page and check for updates. Free events will be posted there. Watch and share FTC videos on identity theft to learn more about identity theft and help your community protect against it. If identity theft has happened to you or someone you know, go to IdentityTheft.gov to report it and get a personalized recovery plan. Learn more about identity theft at ftc.gov/IDTheft . We’re eager to see you during IDTAW! Image Search Terms identity theft","If you’re taking stock of your finances, setting goals, and preparing for a fresh start in 2026, make protecting yourself against identity theft part of your 2026 planning. Why? Identity thieves can drain your bank account, ruin your credit, and even block access to your health benefits and tax refund. On the bright side, there are ways to protect yourself. Identity Theft Awareness Week (IDTAW) is a great opportunity to learn more about getting started. IDTAW runs from January 26-30 this year. During the week, the FTC and its partners are organizing free webinars, hosting podcasts, Facebook Live interviews, and other events to help you and people you know test your identity theft knowledge, take steps that make it harder for identity pirates to get their hands on your information, and find the tools to recover if identity theft happens to you. But don’t wait for IDTAW! Here’s what you can do now: Get and share free resources at ftc.gov/IDTheftWeek to help build awareness about identity",1502
cb0c05850e8d1f,2025-12-29,2025,12,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud"", ""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Looking to fix your credit? An illegal credit repair scam isn’t the answer,https://consumer.ftc.gov/consumer-alerts/2025/12/looking-fix-your-credit-illegal-credit-repair-scam-isnt-answer,"(View or share the YouTube version of this video.) Need better credit to do things like get a loan, buy a car, or rent an apartment? There are things you can do, but don’t believe a credit repair company that promises to remove accurate and up-to-date information. Also avoid companies that tell you to knowingly file a false identity theft report — that’s a crime, and it could result in a fine, imprisonment, or both — and companies that promise to create a “new” credit identity or hide your bad credit history or bankruptcy. Anything a credit repair company can do, you'll be able to do for yourself for little or no cost. The best way to improve your credit is to show over time that you pay your debts when they’re due. It’s also a good idea to regularly check your credit report and dispute any errors you find. Learn more about getting your free credit report . Here’s how to know if you’re dealing with a scammy credit repair company: Scammers insist you pay them before they help you. Scammers tell you not to contact the credit bureaus directly. Scammers tell you to dispute information in your credit report you know is accurate. Scammers tell you to lie on your applications for credit or a loan. Scammers tell you to file a false identity theft report. Scammers don’t explain your legal rights when they tell you what they can do for you. For more on what you can do to improve your credit, read Fixing Your Credit FAQs . Search Terms credit repair","(View or share the YouTube version of this video.) Need better credit to do things like get a loan, buy a car, or rent an apartment? There are things you can do, but don’t believe a credit repair company that promises to remove accurate and up-to-date information. Also avoid companies that tell you to knowingly file a false identity theft report — that’s a crime, and it could result in a fine, imprisonment, or both — and companies that promise to create a “new” credit identity or hide your bad credit history or bankruptcy. Anything a credit repair company can do, you'll be able to do for yourself for little or no cost. The best way to improve your credit is to show over time that you pay your debts when they’re due. It’s also a good idea to regularly check your credit report and dispute any errors you find. Learn more about getting your free credit report . Here’s how to know if you’re dealing with a scammy credit repair company: Scammers insist you pay them before they help you. Scamm",1462
cd9846fd46c365,2025-12-22,2025,12,FTC Consumer Advice - Consumer Alerts,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",FTC warns businesses about fake reviews,https://consumer.ftc.gov/consumer-alerts/2025/12/ftc-warns-businesses-about-fake-reviews,"Whether you’re hiring a contractor, looking for an apartment, or shopping online, chances are you check out online reviews first. Many people use reviews to see the honest opinions of other buyers — and companies rely on reviews to stand out from the crowd. But some companies write, post, or pay for fake reviews — and that hurts people and honest companies. To protect consumers, the FTC monitors the marketplace and brings cases against companies using deceptive and unfair business practices. The agency recently sent warning letters to companies urging them to take a look at their reviews and remove any deceptive or misleading statements. The FTC’s letters remind companies that creating, buying, or posting fake reviews, or giving incentives for only positive reviews, may trigger enforcement actions and fines. Here are some steps to take when you consider reviews : Look at a variety of sources and pay attention to whether a website or its reviews are independent or sponsored. Check how recent the reviews are and watch for a burst of reviews over a short period of time. That can sometimes mean the reviews are fake. Report fake reviews to the website or platform where they appear — like Google, Amazon, or Walmart, among others. Here’s how to report suspicious online reviews across some popular websites. Be sure to tell the FTC about the fake reviews you spot at ReportFraud.ftc.gov . Follow the reporting path for whatever product or service you were looking at, and choose “Other” if you don’t see a path. Just be sure to include “fake review” in the comments field.","Whether you’re hiring a contractor, looking for an apartment, or shopping online, chances are you check out online reviews first. Many people use reviews to see the honest opinions of other buyers — and companies rely on reviews to stand out from the crowd. But some companies write, post, or pay for fake reviews — and that hurts people and honest companies. To protect consumers, the FTC monitors the marketplace and brings cases against companies using deceptive and unfair business practices. The agency recently sent warning letters to companies urging them to take a look at their reviews and remove any deceptive or misleading statements. The FTC’s letters remind companies that creating, buying, or posting fake reviews, or giving incentives for only positive reviews, may trigger enforcement actions and fines. Here are some steps to take when you consider reviews : Look at a variety of sources and pay attention to whether a website or its reviews are independent or sponsored. Check how r",1585
8f870fccb4a577,2025-12-19,2025,12,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [""goldenagegames@va.gov""], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","The National Veterans Golden Age Games are free, no matter what scammers say",https://consumer.ftc.gov/consumer-alerts/2025/12/national-veterans-golden-age-games-are-free-no-matter-what-scammers-say,"The Department of Veterans Affairs (VA) hosts free events like the National Veterans Golden Age Games to encourage older adults in the veteran community to get active for better health and wellness. But veterans are reporting finding websites or pages on social media that charge a fee to register for the games. These are fakes. Whether you’re looking to compete or just want to watch the games, here’s how to cross the finish line without running into a scam. If you’re planning to compete in the Golden Age Games , know that the VA is the only official host. This means you can only register through VA.gov using your ID.me account . And it’s completely free for you, your caregiver, your coach, and your loved ones to register to compete or watch the games. Registration doesn’t open until January 28, 2026, so anything that says you can “register now” is a sure sign of a scam. To help you avoid VA imposter scams: Only register through VA.gov. That’s the same website you use for all of your veterans benefits. And make sure your ID.me account is up to date so the VA can confirm it’s really you registering. Never pay for a VA event. If someone says you have to pay to register or to watch a VA-hosted event, that’s a scam. Walk away. Never share your VA credentials. Scammers can use that information to steal your identity or your benefits. If you have any questions about the games, email GoldenAgeGames@Va.Gov . And if you spot a scam, tell the FTC at ReportFraud.ftc.gov . Scams Avoiding and Reporting Scams Scams Against Older Adults Government Impersonators","The Department of Veterans Affairs (VA) hosts free events like the National Veterans Golden Age Games to encourage older adults in the veteran community to get active for better health and wellness. But veterans are reporting finding websites or pages on social media that charge a fee to register for the games. These are fakes. Whether you’re looking to compete or just want to watch the games, here’s how to cross the finish line without running into a scam. If you’re planning to compete in the Golden Age Games , know that the VA is the only official host. This means you can only register through VA.gov using your ID.me account . And it’s completely free for you, your caregiver, your coach, and your loved ones to register to compete or watch the games. Registration doesn’t open until January 28, 2026, so anything that says you can “register now” is a sure sign of a scam. To help you avoid VA imposter scams: Only register through VA.gov. That’s the same website you use for all of your ve",1571
af8a825d07fc62,2025-12-18,2025,12,FTC Consumer Advice - Consumer Alerts,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",The FTC says Instacart didn’t deliver on their promises,https://consumer.ftc.gov/consumer-alerts/2025/12/ftc-says-instacart-didnt-deliver-their-promises,"You’ve probably seen ads online, on TV, or on social media for subscription offers. They could be for anything from gifts and groceries to snacks and magazines. Some say you can try the subscription for free — but it might not be true. Some will auto-renew if you don’t cancel first, which might come as a surprise. Sometimes you’re signed up for a subscription without even knowing it. Problems with subscriptions or membership fees can happen when a business doesn’t clearly explain that it will keep billing you unless you do something. And that’s what the FTC alleges happened with Maplebear Inc., doing business as Instacart. According to the FTC, Instacart violated the law when, among other things, it charged people annual membership fees for its subscription service after they’d completed free trials — without getting their consent. If you’re thinking of signing up for a free trial or subscription, here are some things to keep in mind: Read all the details before signing up. See if the business will keep charging you unless you tell them to stop. Look for pre-checked boxes. Some businesses use these hoping you won’t notice that you’re agreeing to be billed later. Uncheck the box if you don’t agree with what it says. Make sure you know how to cancel. When signing up, look for an explanation of how to cancel. Businesses must provide simple ways for you to cancel an unwanted subscription. Don’t sign up for a subscription if you aren’t sure how to cancel it. If you’re charged without your consent and the company won’t refund your money, dispute the charge with your credit or debit card company right away. Then tell the FTC: ReportFraud.ftc.gov .","You’ve probably seen ads online, on TV, or on social media for subscription offers. They could be for anything from gifts and groceries to snacks and magazines. Some say you can try the subscription for free — but it might not be true. Some will auto-renew if you don’t cancel first, which might come as a surprise. Sometimes you’re signed up for a subscription without even knowing it. Problems with subscriptions or membership fees can happen when a business doesn’t clearly explain that it will keep billing you unless you do something. And that’s what the FTC alleges happened with Maplebear Inc., doing business as Instacart. According to the FTC, Instacart violated the law when, among other things, it charged people annual membership fees for its subscription service after they’d completed free trials — without getting their consent. If you’re thinking of signing up for a free trial or subscription, here are some things to keep in mind: Read all the details before signing up. See if the ",1668
