doc_id,date,published_year,published_month,source,fraud_tags,fraud_signals,title,body_1,body_short,url,body_length
db7377c7208a3f,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Convicted Sex Offender Receives Multiple Life Sentences in Prison,"A convicted sex offender, Graham Daniel Ash, will serve life in prison for the sexual exploitation and sexual abuse of numerous children across the U.S.","A convicted sex offender, Graham Daniel Ash, will serve life in prison for the sexual exploitation and sexual abuse of numerous children across the U.S.",https://www.fbi.gov/contact-us/field-offices/birmingham/news/convicted-sex-offender-receives-multiple-life-sentences-in-prison,152
42f472338a8795,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","Former State Labor Department Employee Charged with Accepting Bribes to Approve More Than $500,000 in Fraudulent Unemployment Compensation Claims","A resident of Erie, Pennsylvania, has been indicted by a federal grand jury in Erie on charges of wire fraud and theft of government property.","A resident of Erie, Pennsylvania, has been indicted by a federal grand jury in Erie on charges of wire fraud and theft of government property.",https://www.fbi.gov/contact-us/field-offices/pittsburgh/news/former-state-labor-department-employee-charged-with-accepting-bribes-to-approve-more-than-500000-in-fraudulent-unemployment-compensation-claims,142
f9595b78c01ac3,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Federal Jury Convicts Man of Kidnapping After He Abducted and Sexually Assaulted Gwinnett County Woman,"On April 16, 2026, following a four-day trial, a federal jury convicted Alfredo Capote of kidnapping.","On April 16, 2026, following a four-day trial, a federal jury convicted Alfredo Capote of kidnapping.",https://www.fbi.gov/contact-us/field-offices/atlanta/news/federal-jury-convicts-man-of-kidnapping-after-he-abducted-and-sexually-assaulted-gwinnett-county-woman,101
e8b658d1cb5802,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Buffalo Man Pleads Guilty to COVID Fraud,"Jamar Jackson, 43, of Buffalo, New York, pleaded guilty to conspiracy to commit wire fraud, which carries a maximum penalty of 20 years in prison, and a fine of $250,000.","Jamar Jackson, 43, of Buffalo, New York, pleaded guilty to conspiracy to commit wire fraud, which carries a maximum penalty of 20 years in prison, and a fine of $250,000.",https://www.fbi.gov/contact-us/field-offices/buffalo/news/buffalo-man-pleads-guilty-to-covid-fraud,170
742f703ee1bc7e,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Albuquerque Man Charged with Aiming Laser at Bernalillo County Sheriff’s Office Helicopter,An Albuquerque man is facing federal charges after allegedly aiming the beam of a laser pointer at a Bernalillo County Sheriff’s Office helicopter.,An Albuquerque man is facing federal charges after allegedly aiming the beam of a laser pointer at a Bernalillo County Sheriff’s Office helicopter.,https://www.fbi.gov/contact-us/field-offices/albuquerque/news/albuquerque-man-charged-with-aiming-laser-at-bernalillo-county-sheriffs-office-helicopter,147
c2ee131ecd9c9a,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Hialeah Man Pleads Guilty to Possessing 100 Kilograms of Marijuana and Five Firearms for Drug Trafficking,Jose Ruben Curet Villa of Hialeah has pleaded guilty to drug trafficking and firearm offenses.,Jose Ruben Curet Villa of Hialeah has pleaded guilty to drug trafficking and firearm offenses.,https://www.fbi.gov/contact-us/field-offices/jacksonville/news/hialeah-man-pleads-guilty-to-possessing-100-kilograms-of-marijuana-and-five-firearms-for-drug-trafficking,94
b5a5e5e8046627,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Georgia Man Indicted for Attempted Enticement of a Minor,"Edward Blake Langford, of Winder, Georgia, has been indicted in federal court for attempted enticement of a minor.","Edward Blake Langford, of Winder, Georgia, has been indicted in federal court for attempted enticement of a minor.",https://www.fbi.gov/contact-us/field-offices/jacksonville/news/georgia-man-indicted-for-attempted-enticement-of-a-minor,114
b46fae45437752,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",FBI Laboratory Statement on Ames II Technical Report,The FBI stands by the content of both the Ames II Technical Report and its three derivative scientific papers.,The FBI stands by the content of both the Ames II Technical Report and its three derivative scientific papers.,https://www.fbi.gov/news/press-releases/fbi-laboratory-statement-on-ames-ii-technical-report,110
e067ea804da82d,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","FBI Chicago Announces Reward of Up to $50,000 for Information Leading to Arrest and Conviction of Joseph “Troubles” Matos","Douglas S. DePodesta, special agent in charge of the Chicago Division of the Federal Bureau of Investigation (FBI), announced a reward of up to $50,000 for information leading to the arrest and conviction of Joseph “Troubles” Matos.","Douglas S. DePodesta, special agent in charge of the Chicago Division of the Federal Bureau of Investigation (FBI), announced a reward of up to $50,000 for information leading to the arrest and conviction of Joseph “Troubles” Matos.",https://www.fbi.gov/contact-us/field-offices/chicago/news/fbi-chicago-announces-reward-of-up-to-50000-for-information-leading-to-arrest-and-conviction-of-joseph-troubles-matos,232
aef40141250424,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Tampa Man Indicted for Interstate Communication of Threats to Injure,Alexander Justin McAfee has been charged by indictment with two counts of interstate communication of a threat to injure.,Alexander Justin McAfee has been charged by indictment with two counts of interstate communication of a threat to injure.,https://www.fbi.gov/contact-us/field-offices/tampa/news/tampa-man-indicted-for-interstate-communication-of-threats-to-injure,121
c84275eaa59e99,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",MS-13 Members Sentenced to Decades in Federal Prison for Brutal Murders Committed at Direction of Gang Leaders in El Salvador,Eight illegal aliens and members of the transnational criminal organization known as MS-13 have been sentenced for participating in a racketeering conspiracy.,Eight illegal aliens and members of the transnational criminal organization known as MS-13 have been sentenced for participating in a racketeering conspiracy.,https://www.fbi.gov/contact-us/field-offices/houston/news/ms-13-members-sentenced-to-decades-in-federal-prison-for-brutal-murders-committed-at-direction-of-gang-leaders-in-el-salvador,158
45a4f47c8f9685,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Missouri Man Sentenced to Six Years and Three Months in Prison for Narcotics Conspiracy in Prison Discovered Following the Death of USP Atwater Staff,"Jermen Rudd III, 39, of Wentzville, Missouri, has been sentenced to six years and three months in prison for conspiracy to distribute narcotics.","Jermen Rudd III, 39, of Wentzville, Missouri, has been sentenced to six years and three months in prison for conspiracy to distribute narcotics.",https://www.fbi.gov/contact-us/field-offices/sacramento/news/missouri-man-sentenced-to-6-years-and-3-months-in-prison-for-narcotics-conspiracy-in-prison-discovered-following-the-death-of-usp-atwater-staff,144
e64d97ee9d9f16,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Federal Jury Convicts Porcupine Man of Five Charges of Abusive Sexual Contact,"A federal jury has convicted Gary Pourier, age 59, of Porcupine, South Dakota, of five charges of abusive sexual contact.","A federal jury has convicted Gary Pourier, age 59, of Porcupine, South Dakota, of five charges of abusive sexual contact.",https://www.fbi.gov/contact-us/field-offices/minneapolis/news/federal-jury-convicts-porcupine-man-of-five-charges-of-abusive-sexual-contact,121
4537cf4ad50a28,2026-04-21,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Eagle Butte Man Found Guilty of Aggravated Sexual Abuse of a Child,"A jury has convicted Shane Bruguier, age 47, of Eagle Butte, South Dakota, of one count of aggravated sexual abuse of a child.","A jury has convicted Shane Bruguier, age 47, of Eagle Butte, South Dakota, of one count of aggravated sexual abuse of a child.",https://www.fbi.gov/contact-us/field-offices/minneapolis/news/eagle-butte-man-found-guilty-of-aggravated-sexual-abuse-of-a-child,126
38d9b1a5bb7a88,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Hard Money Lender Pleads Guilty to Defrauding Investors in Two Cases Involving Bitwise Industries and Voyager Pacific Capital Management Totaling $45 Million in Losses,"David Hardcastle, 61, of Fresno, pleaded guilty to conspiracy to commit wire fraud in two separate cases that resulted in a combined loss of approximately $45 million.","David Hardcastle, 61, of Fresno, pleaded guilty to conspiracy to commit wire fraud in two separate cases that resulted in a combined loss of approximately $45 million.",https://www.fbi.gov/contact-us/field-offices/sacramento/news/hard-money-lender-pleads-guilty-to-defrauding-investors-in-two-cases-involving-bitwise-industries-and-voyager-pacific-capital-management-totaling-45-million-in-losses,167
dc1edf7b95a3bb,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Former Fresno Art Council Manager Pleads Guilty to Embezzling $1.8 Million of Publicly Designated Funds,"Suliana Caldwell, 46, of Fresno, pleaded guilty to wire fraud involving over $1.8 million in funds stolen from the Fresno Art Council.","Suliana Caldwell, 46, of Fresno, pleaded guilty to wire fraud involving over $1.8 million in funds stolen from the Fresno Art Council.",https://www.fbi.gov/contact-us/field-offices/sacramento/news/former-fresno-art-council-manager-pleads-guilty-to-embezzling-18-million-of-publicly-designated-funds,134
20bd03d128e47d,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Fentanyl and Methamphetamine Dealers Sentenced,Three people have been sentenced to federal prison for selling fentanyl and methamphetamine in the Eastern Panhandle of West Virginia.,Three people have been sentenced to federal prison for selling fentanyl and methamphetamine in the Eastern Panhandle of West Virginia.,https://www.fbi.gov/contact-us/field-offices/pittsburgh/news/fentanyl-and-methamphetamine-dealers-sentenced,134
6002f7d94ca934,2026-04-20,2026,4,FBI - National,"[""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","Jefferson Parish Resident Sentenced to 70 Months' Imprisonment for Fraud and Identity Theft Totaling Over $350,000","Jelissa Lacour, age 37, a resident of Jefferson Parish, was sentenced for two counts of wire fraud and two counts of aggravated identity theft.","Jelissa Lacour, age 37, a resident of Jefferson Parish, was sentenced for two counts of wire fraud and two counts of aggravated identity theft.",https://www.fbi.gov/contact-us/field-offices/neworleans/news/jefferson-parish-resident-sentenced-to-70-months-imprisonment-for-fraud-and-identity-theft-totaling-over-350000,143
4d07bd2858f0bd,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",New Orleans Man Guilty of Drug Trafficking and Possession of Gun in Furtherance of Drug Trafficking,Jadi’Kiss J’Had Williams pleaded guilty to possession with intent to distribute controlled substance and possession of a firearm in furtherance of a drug trafficking crime.,Jadi’Kiss J’Had Williams pleaded guilty to possession with intent to distribute controlled substance and possession of a firearm in furtherance of a drug trafficking crime.,https://www.fbi.gov/contact-us/field-offices/neworleans/news/new-orleans-man-guilty-of-drug-trafficking-and-possession-of-gun-in-furtherance-of-drug-trafficking,172
ee13fcc4126ed0,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Iranian National Living in San Fernando Valley Arrested on Federal Complaint Charging Her with Selling Weapons for Iran’s Government,An Iranian national residing in the San Fernando Valley has been arrested on a federal criminal complaint charging her with selling Iranian-made weapons to Sudan.,An Iranian national residing in the San Fernando Valley has been arrested on a federal criminal complaint charging her with selling Iranian-made weapons to Sudan.,https://www.fbi.gov/contact-us/field-offices/losangeles/news/iranian-national-living-in-san-fernando-valley-arrested-on-federal-complaint-charging-her-with-selling-weapons-for-irans-government,162
528a0494822ae4,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","Canyon Country Man Pleads Guilty to Federal Charges, Including Facilitating Crime Tourism Group That Burgled Its Way Through U.S.","A Santa Clarita Valley man pleaded guilty to federal criminal charges, including facilitating a crime tourism group of South Americans and other individuals who committed burglaries and other crimes throughout the U.S.","A Santa Clarita Valley man pleaded guilty to federal criminal charges, including facilitating a crime tourism group of South Americans and other individuals who committed burglaries and other crimes throughout the U.S.",https://www.fbi.gov/contact-us/field-offices/losangeles/news/canyon-country-man-pleads-guilty-to-federal-charges-including-facilitating-crime-tourism-group-that-burgled-its-way-through-us,218
1385ca1e5935c3,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Former CFO of Chicago-Area Company’s Subsidiary Convicted of Embezzlement,A federal jury in Chicago has convicted the former CFO of a Chicago-area company’s subsidiary on fraud charges for embezzling more than $1 million.,A federal jury in Chicago has convicted the former CFO of a Chicago-area company’s subsidiary on fraud charges for embezzling more than $1 million.,https://www.fbi.gov/contact-us/field-offices/chicago/news/former-cfo-of-chicago-area-companys-subsidiary-convicted-of-embezzlement,147
298965120b82fa,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Chandler Man Sentenced to Life in Prison for First-Degree Murder,Francisco Juan Acevedo was sentenced to two consecutive life sentences plus additional prison time related to the shooting of three victims.,Francisco Juan Acevedo was sentenced to two consecutive life sentences plus additional prison time related to the shooting of three victims.,https://www.fbi.gov/contact-us/field-offices/phoenix/news/chandler-man-sentenced-to-life-in-prison-for-first-degree-murder,140
1da45395d2572b,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Former Pharmacy President Sentenced to 24 Months in Prison for Health Care Fraud and Kickback Scheme Involving Compounded Medications,"Adam Brosius, 61, of Delray Beach, Florida, was sentenced to 24 months in prison for his role in a $33 million health care fraud scheme.","Adam Brosius, 61, of Delray Beach, Florida, was sentenced to 24 months in prison for his role in a $33 million health care fraud scheme.",https://www.fbi.gov/contact-us/field-offices/newark/news/former-pharmacy-president-sentenced-to-24-months-in-prison-for-health-care-fraud-and-kickback-scheme-involving-compounded-medications,136
caea62c08a2672,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Former Soldier Convicted of Physically and Sexually Assaulting Minors While Serving Abroad,"Following a four-day trial, a federal jury convicted an Atlanta man, Adam Schlueter, of sexually and physically abusing two minors while he was stationed overseas with the U.S. Army.","Following a four-day trial, a federal jury convicted an Atlanta man, Adam Schlueter, of sexually and physically abusing two minors while he was stationed overseas with the U.S. Army.",https://www.fbi.gov/contact-us/field-offices/atlanta/news/former-soldier-convicted-of-physically-and-sexually-assaulting-minors-while-serving-abroad,182
ec92e379855d1a,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","Operation Sweet Silence Ends Zohannon Gang, Seizes Guns and Drugs in Columbus",Federal authorities and law enforcement announced the sweeping takedown of the Zohannon Gang and its associates in Columbus.,Federal authorities and law enforcement announced the sweeping takedown of the Zohannon Gang and its associates in Columbus.,https://www.fbi.gov/contact-us/field-offices/atlanta/news/op-sweet-silence-ends-zohannon-gang-seizes-guns-and-drugs-in-columbus,124
783163e241b346,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Prior Felon Arrested on Gun Charge,"Earl Stone of Buffalo, New York, has been charged by criminal complaint with being a felon in possession of a firearm, which carries a maximum penalty of 15 years in prison.","Earl Stone of Buffalo, New York, has been charged by criminal complaint with being a felon in possession of a firearm, which carries a maximum penalty of 15 years in prison.",https://www.fbi.gov/contact-us/field-offices/buffalo/news/prior-felon-arrested-on-gun-charge,173
ebbf0cb389cde8,2026-04-20,2026,4,FBI - National,"[""cybercrime""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Florida Man Working as a Ransomware Negotiator Pleads Guilty to Conspiracy to Deploy Ransomware and Extort U.S. Victims,"A Florida man, formerly employed as a ransomware negotiator, pleaded guilty to conspiring to commit ransomware attacks against U.S. companies in 2023.","A Florida man, formerly employed as a ransomware negotiator, pleaded guilty to conspiring to commit ransomware attacks against U.S. companies in 2023.",https://www.fbi.gov/contact-us/field-offices/miami/news/florida-man-working-as-a-ransomware-negotiator-pleads-guilty-to-conspiracy-to-deploy-ransomware-and-extort-us-victims,150
662c19b464566c,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",FBI Jacksonville Warns Public to Beware of Scammers Impersonating FBI Special Agents in North Florida,"The FBI Jacksonville Field Office is warning the public about schemes in which scammers impersonate law enforcement or government officials, including FBI special agents, in attempts to extort money or steal personally identifiable information.","The FBI Jacksonville Field Office is warning the public about schemes in which scammers impersonate law enforcement or government officials, including FBI special agents, in attempts to extort money or steal personally identifiable information.",https://www.fbi.gov/contact-us/field-offices/jacksonville/news/fbi-jacksonville-warns-public-to-beware-of-scammers-impersonating-fbi-special-agents-in-north-florida,244
d5d5249fbc6aae,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Orlando Man Sentenced to Over Three Years in Federal Prison for Opening and Operating Bank Accounts in International Fraud Scheme,Joseph Elegele Jr. has been sentenced to 3 years and 10 months in prison for conspiracy to commit money laundering.,Joseph Elegele Jr. has been sentenced to 3 years and 10 months in prison for conspiracy to commit money laundering.,https://www.fbi.gov/contact-us/field-offices/tampa/news/orlando-man-sentenced-to-over-three-years-in-federal-prison-for-opening-and-operating-bank-accounts-in-international-fraud-scheme,115
4107a17a06f2f8,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",New Yorker Sentenced for Supplying Kilogram Quantities of Cocaine to D.C.-Area Distribution Ring,Daryl Smith-Winfree was sentenced to 96 months in prison for his role in a large-scale narcotics distribution conspiracy.,Daryl Smith-Winfree was sentenced to 96 months in prison for his role in a large-scale narcotics distribution conspiracy.,https://www.fbi.gov/contact-us/field-offices/washingtondc/news/new-yorker-sentenced-for-supplying-kilogram-quantities-of-cocaine-to-dc--area-distribution-ring,121
fafef5096f5094,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Two Wilmington Men Arrested for Conspiring to Distribute Four Kilograms of Cocaine,"Two Wilmington residents were arrested on April 14, 2026, for conspiring to distribute approximately four kilograms of cocaine.","Two Wilmington residents were arrested on April 14, 2026, for conspiring to distribute approximately four kilograms of cocaine.",https://www.fbi.gov/contact-us/field-offices/baltimore/news/two-wilmington-men-arrested-for-conspiring-to-distribute-four-kilograms-of-cocaine,127
3c535dc48b573c,2026-04-20,2026,4,FBI - National,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Wilmington Man Indicted After Machinegun and Manifesto Are Found,"A federal jury returned an indictment charging a Wilmington, Delaware, man for unlawfully possessing a Glock 19 equipped with a machinegun conversion device.","A federal jury returned an indictment charging a Wilmington, Delaware, man for unlawfully possessing a Glock 19 equipped with a machinegun conversion device.",https://www.fbi.gov/contact-us/field-offices/baltimore/news/wilmington-man-indicted-after-machinegun-and-manifesto-are-found,157
